epoch,accuracy,loss,val_accuracy,val_loss
0,0.3750346004962921,1.3257777690887451,0.4005763828754425,1.2674062252044678
1,0.63935786485672,0.9775619506835938,0.6484149694442749,0.8994942903518677
2,0.8021035194396973,0.5670457482337952,0.6945244669914246,0.7751128673553467
3,0.845557689666748,0.40513595938682556,0.7118155360221863,0.7760238647460938
4,0.8870744705200195,0.3167065382003784,0.6887608170509338,0.8226884007453918
5,0.9111541509628296,0.2547548711299896,0.6974063515663147,0.8404836654663086
6,0.9319125413894653,0.21043166518211365,0.7118155360221863,0.9118935465812683
7,0.945751428604126,0.17637720704078674,0.7118155360221863,0.9723240733146667
8,0.9518405795097351,0.15767426788806915,0.7031700015068054,1.000032663345337
9,0.9623581767082214,0.12608745694160461,0.6974063515663147,1.0448877811431885
10,0.9654027223587036,0.11605309695005417,0.7031700015068054,1.0714025497436523
11,0.9681705236434937,0.10689866542816162,0.7089337110519409,1.1422864198684692
12,0.9684472680091858,0.09518977254629135,0.7031700015068054,1.177839994430542
13,0.9725989699363708,0.0893387645483017,0.6887608170509338,1.2402081489562988
14,0.9712150692939758,0.08885253965854645,0.7002881765365601,1.237117886543274
15,0.9745364189147949,0.08043541014194489,0.6887608170509338,1.2537182569503784
16,0.9748131632804871,0.07764535397291183,0.7031700015068054,1.309586763381958
17,0.9759202599525452,0.07326950132846832,0.6916426420211792,1.3859456777572632
18,0.9781345129013062,0.06951826065778732,0.7002881765365601,1.3952215909957886
19,0.9761970639228821,0.07021570950746536,0.6916426420211792,1.4866799116134644
20,0.9778577089309692,0.06802402436733246,0.6772334575653076,1.4100914001464844
21,0.9773041605949402,0.06630133837461472,0.6945244669914246,1.4274853467941284
22,0.9775809645652771,0.06462682038545609,0.680115282535553,1.471078634262085
23,0.9786880612373352,0.06030593439936638,0.6974063515663147,1.4614876508712769
24,0.9761970639228821,0.0625557005405426,0.6772334575653076,1.4628154039382935
